Région;Départements;Code commune;Commune;nombre de redevables;patrimoine moyen;impôt moyen
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;6069;GRASSE;330;2426589;10225
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;6030;LE CANNET;382;2545566;10863
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;6079;MANDELIEU LA NAPOULE;353;2400587;9914
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;6083;MENTON;224;2245749;8251
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;6900;MONACO;578;3881018;27094
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;6088;NICE;3064;2553795;10512
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;6123;SAINT LAURENT DU VAR;212;2325974;9927
PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;6155;VALLAURIS;335;2578578;10829
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13001;AIX EN PROVENCE;1931;2802329;10790
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13002;ALLAUCH;123;2360918;8769
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13004;ARLES;191;2407502;9620
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13005;AUBAGNE;230;2415144;9116
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13047;ISTRES;69;2813552;9517
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13028;LA CIOTAT;267;2373553;9071
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13071;LES PENNES MIRABEAU;75;2257535;6424
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13054;MARIGNANE;70;2248672;8333
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13055;MARSEILLE;3898;2723179;10546
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13056;MARTIGUES;97;2180432;7513
PROVENCE-ALPES-COTE D'AZUR;BOUCHES-DU-RHONE;13103;SALON DE PROVENCE;167;2217513;8509
PROVENCE-ALPES-COTE D'AZUR;HAUTES-ALPES;5061;GAP;214;2380851;7916
PROVENCE-ALPES-COTE D'AZUR;VAR;83050;DRAGUIGNAN;206;2208791;8065
PROVENCE-ALPES-COTE D'AZUR;VAR;83061;FREJUS;395;2386297;9931
PROVENCE-ALPES-COTE D'AZUR;VAR;83069;HYERES;558;2396329;8866
PROVENCE-ALPES-COTE D'AZUR;VAR;83062;LA GARDE;104;2283782;8228
PROVENCE-ALPES-COTE D'AZUR;VAR;83126;LA SEYNE SUR MER;173;2099594;6772
PROVENCE-ALPES-COTE D'AZUR;VAR;83144;LA VALETTE;107;2070077;7541
PROVENCE-ALPES-COTE D'AZUR;VAR;83118;SAINT-RAPHAEL;805;2473368;9886
PROVENCE-ALPES-COTE D'AZUR;VAR;83129;SIX-FOURS-LES-PLAGES;255;2137655;7349
PROVENCE-ALPES-COTE D'AZUR;VAR;83137;TOULON;697;2416228;8757
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;84007;AVIGNON;349;2636183;11013
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;84031;CARPENTRAS;136;2692418;9990
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;84035;CAVAILLON;96;2315710;8223
PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;84087;ORANGE;96;2231101;8873
LA REUNION;LA REUNION;97408;LA POSSESSION;71;2094079;7101
LA REUNION;LA REUNION;97409;SAINT ANDRE;56;2331742;8963
LA REUNION;LA REUNION;97411;SAINT DENIS;524;2483837;10379
LA REUNION;LA REUNION;97415;SAINT PAUL;306;2521704;9712
LA REUNION;LA REUNION;97416;SAINT PIERRE;155;2652221;10650
LA REUNION;LA REUNION;97418;SAINTE MARIE;74;2145892;7666
LA REUNION;LA REUNION;97422;TAMPON;144;2253295;8816
