Code commune;LIBGEO;DEP;Densité Médicale BV;Population;Evolution Population;Nb propriétaire;Nb Log Vacants;Nb Hotel;Nb Camping;PIB Régionnal
21213;Crimolois;21;1;523;22;166;7;0;0;40484
21214;Crugey;21;0,102916527;214;2;62;7;0;0;40484
21215;Cuiserey;21;0,126382836;85;-2;33;5;0;0;40484
21216;Culètre;21;0,09319477;51;-4;25;3;0;0;40484
21217;Curley;21;0,125041904;118;16;30;0;0;0;40484
21218;Curtil-Saint-Seine;21;1;104;8;29;2;0;0;40484
21219;Curtil-Vergy;21;0,088166276;85;1;31;2;0;0;40484
21220;Cussey-les-Forges;21;0,07073416;115;-9;51;9;0;0;40484
21221;Cussy-la-Colonne;21;0,102916527;41;-1;14;2;0;0;40484
21222;Cussy-le-Châtel;21;0,09319477;100;-11;33;3;0;0;40484
21223;Daix;21;1;1479;8;416;10;1;0;40484
21224;Dampierre-en-Montagne;21;0,125377137;68;2;20;1;0;0;40484
21225;Dampierre-et-Flée;21;0,086825344;102;-5;34;6;0;0;40484
21226;Darcey;21;0,073080791;301;3;77;18;0;0;40484
21227;Darois;21;1;352;17;111;1;0;0;40484
21228;Détain-et-Bruant;21;0,088166276;108;3;32;6;0;0;40484
21229;Diancey;21;0,101575595;87;-3;28;13;0;0;40484
21230;Diénay;21;0,07073416;235;2;66;7;0;0;40484
21231;Dijon;21;1;150138;7203;29145;7385;30;1;40484
21232;Dompierre-en-Morvan;21;0,102246061;201;-16;62;6;0;0;40484
21233;Drambon;21;0,072745558;139;4;46;2;0;0;40484
21234;Drée;21;1;31;-2;15;2;0;0;40484
21235;Duesme;21;0,084813946;57;-4;17;3;0;0;40484
21236;Ebaty;21;0,079450218;185;14;51;1;0;0;40484
21237;Echalot;21;0,084813946;94;-8;31;5;0;0;40484
21238;Echannay;21;1;104;-1;39;2;0;0;40484
21239;Echenon;21;0,097888032;650;22;166;13;0;0;40484
21240;Echevannes;21;0,07073416;147;5;43;2;0;0;40484
21241;Echevronne;21;0,102916527;268;4;80;7;0;0;40484
21242;Echigey;21;0,065035199;214;11;59;2;0;0;40484
21243;Ecutigny;21;0,102916527;78;-3;25;4;0;0;40484
21244;Eguilly;21;0,101910828;40;1;12;3;0;0;40484
21245;Epagny;21;1;218;15;70;8;0;0;40484
21246;Epernay-sous-Gevrey;21;0,088166276;162;7;45;4;0;0;40484
21247;Epoisses;21;0,102246061;721;-6;195;48;0;0;40484
21248;Eringes;21;0,073751257;71;-1;21;2;0;0;40484
21249;Esbarres;21;0,097888032;621;4;192;16;0;1;40484
21250;Essarois;21;0,084813946;93;3;29;4;0;0;40484
21251;Essey;21;0,101910828;142;-4;41;19;0;0;40484
21252;Etais;21;0,073751257;87;-12;32;9;0;0;40484
21253;Etalante;21;0,084813946;145;-3;56;5;0;0;40484
21254;L' Etang-Vergy;21;0,088166276;183;1;52;5;0;0;40484
21255;Etaules;21;1;261;24;74;2;0;0;40484
21256;Etevaux;21;0,072745558;259;21;80;4;0;0;40484
21257;Etormay;21;0,073080791;47;0;16;1;0;0;40484
21258;Etrochey;21;0,084813946;221;-7;49;5;0;0;40484
21259;Fain-lès-Montbard;21;0,073751257;299;-1;102;5;1;0;40484
21260;Fain-lès-Moutiers;21;0,073751257;147;-4;50;0;0;0;40484
21261;Fauverney;21;1;645;33;192;14;0;0;40484
21262;Faverolles-lès-Lucey;21;0,084813946;22;-4;8;7;0;0;40484
21263;Fénay;21;1;1340;42;400;11;1;0;40484
21264;Le Fête;21;0,09319477;45;-1;18;2;0;0;40484
21265;Fixin;21;0,125041904;784;-7;256;17;1;0;40484
21266;Flacey;21;1;144;2;40;0;0;0;40484
21267;Flagey-Echézeaux;21;0,088166276;493;13;159;9;1;0;40484
21268;Flagey-lès-Auxonne;21;0,082802548;163;3;47;5;0;0;40484
21269;Flammerans;21;0,082802548;335;-4;109;13;0;0;40484
21270;Flavignerot;21;1;153;5;43;2;0;0;40484
21271;Flavigny-sur-Ozerain;21;0,073080791;341;-19;109;15;0;0;40484
21272;Flée;21;0,102246061;136;-5;50;4;0;0;40484
21273;Fleurey-sur-Ouche;21;1;1213;9;345;10;0;0;40484
21274;Foissy;21;0,09319477;135;-5;47;10;0;0;40484
21275;Foncegrive;21;0,072745558;171;5;46;4;0;0;40484
21276;Fontaines-en-Duesmois;21;0,084813946;126;-3;34;7;0;0;40484
21277;Fontaine-Française;21;0,086825344;919;5;192;19;0;0;40484
21278;Fontaine-lès-Dijon;21;1;8872;252;2650;153;0;0;40484
21279;Fontaines-les-Sèches;21;0,084813946;50;-5;15;5;0;0;40484
21280;Fontangy;21;0,102246061;147;-7;53;11;0;0;40484
21281;Fontenelle;21;0,086825344;104;0;40;10;0;0;40484
21282;Forléans;21;0,102246061;79;-2;26;5;0;0;40484
21283;Fraignot-et-Vesvrotte;21;0,07073416;78;7;20;5;0;0;40484
21284;Francheville;21;1;199;9;66;5;0;0;40484
21285;Franxault;21;0,097888032;389;5;113;6;0;0;40484
21286;Frénois;21;0,07073416;65;-1;14;2;0;0;40484
21287;Fresnes;21;0,073751257;180;2;63;2;0;0;40484
21288;Frôlois;21;0,073080791;190;-13;72;29;0;0;40484
21289;Fussey;21;0,102916527;98;5;33;5;0;0;40484
21290;Gemeaux;21;0,07073416;760;20;205;22;0;0;40484
21291;Genay;21;0,102246061;339;-5;96;17;0;0;40484
21292;Genlis;21;0,065035199;5259;397;1089;36;0;0;40484
21293;Gergueil;21;1;100;-4;33;5;0;0;40484
21294;Gerland;21;0,088166276;355;10;103;5;0;0;40484
21295;Gevrey-Chambertin;21;0,125041904;3259;112;633;45;2;0;40484
21296;Gevrolles;21;0,084813946;170;-7;59;22;0;0;40484
21297;Gilly-lès-Cîteaux;21;0,088166276;565;-5;179;12;2;0;40484
21298;Gissey-le-Vieil;21;0,101910828;105;-1;29;8;0;0;40484
21299;Gissey-sous-Flavigny;21;0,073080791;100;-1;39;8;0;0;40484
21300;Gissey-sur-Ouche;21;1;303;6;94;1;0;0;40484
21301;Glanon;21;0,08749581;180;4;64;8;0;0;40484
21302;Gomméville;21;0,084813946;132;-4;48;20;0;0;40484
21303;Les Goulles;21;0,084813946;12;-3;4;2;0;0;40484
21304;Grancey-le-Château-Neuvelle;21;0,07073416;291;3;66;10;0;1;40484
21305;Grancey-sur-Ource;21;0,084813946;214;-21;81;13;0;0;40484
21306;Grenant-lès-Sombernon;21;1;138;-1;45;3;0;0;40484
21307;Grésigny-Sainte-Reine;21;0,073080791;153;1;49;5;0;0;40484
21308;Grignon;21;0,073080791;246;1;67;16;0;0;40484
21309;Griselles;21;0,084813946;83;-12;33;8;0;0;40484
21310;Grosbois-en-Montagne;21;0,101910828;105;-5;33;5;0;0;40484
21311;Grosbois-lès-Tichey;21;0,08749581;42;-2;12;1;0;0;40484
21312;Gurgy-la-Ville;21;0,084813946;46;-5;12;3;0;0;40484
21313;Gurgy-le-Château;21;0,084813946;61;-5;23;2;0;0;40484
21314;Hauteroche;21;0,073080791;83;-6;30;4;0;0;40484
21315;Hauteville-lès-Dijon;21;1;1022;13;281;6;1;0;40484
21316;Heuilley-sur-Saône;21;0,072745558;296;-19;104;10;0;0;40484
21317;Is-sur-Tille;21;0,07073416;3925;164;821;86;0;1;40484
21318;Ivry-en-Montagne;21;0,102916527;184;2;52;15;0;0;40484
21319;Izeure;21;0,065035199;572;29;167;4;0;0;40484
21320;Izier;21;0,065035199;642;48;183;5;0;0;40484
21321;Jailly-les-Moulins;21;0,073080791;103;-5;34;10;0;0;40484
21322;Jallanges;21;0,08749581;260;-13;95;11;0;0;40484
21323;Jancigny;21;0,126382836;100;0;37;2;0;0;40484
21324;Jeux-lès-Bard;21;0,102246061;39;-2;14;3;0;0;40484
21325;Jouey;21;0,09319477;205;-14;74;7;0;0;40484
21326;Jours-lès-Baigneux;21;0,084813946;88;0;22;3;0;0;40484
21327;Jours-en-Vaux;21;0,102916527;94;-5;36;10;0;0;40484
21328;Juillenay;21;0,101575595;50;-3;20;5;0;0;40484
21329;Juilly;21;0,102246061;56;0;19;2;0;0;40484
21330;Labergement-Foigney;21;0,065035199;417;14;132;6;0;0;40484
21331;Labergement-lès-Auxonne;21;0,082802548;330;6;96;7;0;0;40484
21332;Labergement-lès-Seurre;21;0,08749581;795;-46;238;19;0;0;40484
21333;Labruyère;21;0,08749581;167;-2;58;10;0;0;40484
21334;Lacanche;21;0,09319477;626;13;165;31;0;0;40484
21335;Lacour-d'Arcenay;21;0,102246061;107;-2;28;8;0;0;40484
21336;Laignes;21;0,084813946;881;-44;256;67;0;0;40484
21337;Lamarche-sur-Saône;21;0,072745558;1201;-49;402;24;1;0;40484
21338;Lamargelle;21;0,07073416;144;-10;49;26;0;0;40484
21339;Lantenay;21;1;425;3;134;12;0;0;40484
21340;Lanthes;21;0,08749581;180;2;61;8;0;0;40484
21341;Lantilly;21;0,102246061;94;-2;32;5;0;0;40484
21342;Laperrière-sur-Saône;21;0,097888032;301;-6;90;9;0;0;40484
21343;Larrey;21;0,084813946;67;-12;29;6;0;0;40484
21344;Lechâtelet;21;0,08749581;178;0;50;1;0;0;40484
21345;Léry;21;0,07073416;234;36;34;17;0;0;40484
21346;Leuglay;21;0,084813946;379;14;89;6;0;0;40484
21347;Levernois;21;0,102916527;259;8;87;10;3;0;40484
21348;Licey-sur-Vingeanne;21;0,086825344;85;-3;25;3;0;0;40484
21349;Liernais;21;0,101575595;593;-3;182;45;0;0;40484
21350;Lignerolles;21;0,084813946;53;-7;18;7;0;0;40484
21351;Longchamp;21;0,065035199;949;23;273;14;0;0;40484
21352;Longeault;21;0,065035199;682;44;201;2;0;0;40484
21353;Longecourt-en-Plaine;21;0,065035199;1191;55;325;7;0;0;40484
21354;Longecourt-lès-Culêtre;21;0,09319477;54;-3;20;2;0;0;40484
21355;Longvic;21;1;9015;859;1462;116;1;0;40484
21356;Losne;21;0,097888032;1342;42;397;29;1;0;40484
21357;Louesme;21;0,084813946;110;-1;44;4;0;0;40484
21358;Lucenay-le-Duc;21;0,073751257;206;-6;67;9;0;0;40484
21359;Lucey;21;0,084813946;61;-3;21;4;0;0;40484
21360;Lusigny-sur-Ouche;21;0,102916527;74;-11;30;2;0;0;40484
21361;Lux;21;0,07073416;502;10;136;15;0;0;40484
21362;Maconge;21;0,101910828;97;5;32;1;0;0;40484
21363;Magnien;21;0,09319477;302;-10;87;12;0;0;40484
21364;Magny-Lambert;21;0,084813946;105;-1;34;10;0;0;40484
21365;Magny-la-Ville;21;0,102246061;65;2;23;7;0;0;40484
21366;Magny-lès-Aubigny;21;0,097888032;195;0;63;3;0;0;40484
21367;Magny-Montarlot;21;0,082802548;185;2;64;3;0;0;40484
21368;Magny-lès-Villers;21;0,102916527;246;6;74;5;0;0;40484
21369;Magny-Saint-Médard;21;0,126382836;223;2;75;7;0;0;40484
21370;Magny-sur-Tille;21;0,065035199;644;19;193;6;0;0;40484
21371;Les Maillys;21;0,082802548;766;12;222;26;0;0;40484
21372;Maisey-le-Duc;21;0,084813946;91;5;31;2;0;0;40484
21373;Mâlain;21;1;750;9;233;25;0;0;40484
21374;Maligny;21;0,09319477;216;-7;76;5;0;0;40484
21375;Manlay;21;0,09319477;223;-20;90;16;0;0;40484
21376;Marandeuil;21;0,072745558;51;4;13;0;0;0;40484
21377;Marcellois;21;0,125377137;24;-2;10;2;0;0;40484
21378;Marcenay;21;0,084813946;116;-1;35;11;1;1;40484
21379;Marcheseuil;21;0,09319477;156;-25;57;21;0;0;40484
21380;Marcigny-sous-Thil;21;0,102246061;48;-3;19;6;0;0;40484
21381;Marcilly-et-Dracy;21;0,125377137;95;-3;31;1;0;0;40484
21382;Marcilly-Ogny;21;0,101910828;189;-7;63;11;0;0;40484
21383;Marcilly-sur-Tille;21;0,07073416;1433;70;367;18;1;0;40484
21384;Marey-lès-Fussey;21;0,088166276;81;1;20;1;0;0;40484
21385;Marey-sur-Tille;21;0,07073416;303;11;100;12;0;0;40484
21386;Marigny-le-Cahouët;21;0,102246061;289;-8;86;19;0;0;40484
21387;Marigny-lès-Reullée;21;0,102916527;171;2;52;8;0;0;40484
21388;Marliens;21;0,065035199;391;28;114;3;0;0;40484
21389;Marmagne;21;0,073751257;296;2;79;0;1;0;40484
21390;Marsannay-la-Côte;21;1;5213;151;1706;45;3;0;40484
21391;Marsannay-le-Bois;21;0,07073416;673;16;205;8;0;0;40484
21392;Martrois;21;0,101910828;73;0;23;3;0;0;40484
21393;Massingy;21;0,084813946;150;3;41;7;0;0;40484
21394;Massingy-lès-Semur;21;0,102246061;168;2;53;3;0;0;40484
21395;Massingy-lès-Vitteaux;21;0,125377137;101;-1;35;7;0;0;40484
21396;Mauvilly;21;0,084813946;91;2;22;7;0;0;40484
21397;Mavilly-Mandelot;21;0,102916527;153;2;44;16;0;0;40484
21398;Maxilly-sur-Saône;21;0,072745558;302;-2;96;1;0;0;40484
21399;Meilly-sur-Rouvres;21;0,101910828;172;-4;61;15;0;0;40484
21400;Le Meix;21;0,07073416;51;2;8;1;0;0;40484
21401;Meloisey;21;0,102916527;305;5;96;21;0;0;40484
21402;Menesble;21;0,084813946;14;-1;6;0;0;0;40484
21403;Ménessaire;21;0,092524304;88;-22;43;3;0;0;40484
21404;Ménétreux-le-Pitois;21;0,073080791;426;4;144;11;0;0;40484
21405;Merceuil;21;0,102916527;548;8;173;8;1;0;40484
21406;Mesmont;21;1;176;2;46;2;0;0;40484
21407;Messanges;21;0,088166276;194;3;62;6;0;0;40484
21408;Messigny-et-Vantoux;21;1;1254;27;340;19;0;0;40484
21409;Meuilley;21;0,088166276;411;8;137;14;0;0;40484
21410;Meulson;21;0,084813946;37;-3;12;1;0;0;40484
21411;Meursanges;21;0,102916527;363;9;112;3;0;0;40484
21412;Meursault;21;0,102916527;1595;59;383;90;5;1;40484
21413;Millery;21;0,102246061;347;16;109;7;0;0;40484
21414;Mimeure;21;0,09319477;218;-8;78;6;0;0;40484
21415;Minot;21;0,084813946;229;-13;72;3;0;0;40484
21416;Mirebeau-sur-Bèze;21;0,126382836;1573;-39;378;26;0;0;40484
21417;Missery;21;0,101575595;89;-8;44;11;0;0;40484
21418;Moitron;21;0,084813946;47;-8;18;5;0;0;40484
21419;Molesme;21;0,084813946;225;-14;78;16;0;0;40484
21420;Molinot;21;0,102916527;157;-14;52;17;0;0;40484
21421;Moloy;21;0,07073416;219;8;71;3;0;0;40484
21422;Molphey;21;0,101575595;140;2;40;5;0;0;40484
21423;Montagny-lès-Beaune;21;0,102916527;715;39;224;9;3;0;40484
21424;Montagny-lès-Seurre;21;0,097888032;112;-2;36;2;0;0;40484
21425;Montbard;21;0,073751257;6302;282;1111;196;5;1;40484
21426;Montberthault;21;0,102246061;238;-9;74;19;0;0;40484
21427;Montceau-et-Echarnant;21;0,102916527;121;-9;51;2;0;0;40484
21428;Monthelie;21;0,102916527;200;8;62;17;0;0;40484
21429;Montigny-Montfort;21;0,073751257;290;-1;99;10;0;0;40484
21430;Montigny-Saint-Barthélemy;21;0,102246061;71;-1;21;1;0;0;40484
21431;Montigny-sur-Armançon;21;0,102246061;100;-3;40;3;0;0;40484
21432;Montigny-sur-Aube;21;0,084813946;343;-12;91;36;0;0;40484
21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;21;0,086825344;358;-7;121;27;0;1;40484
21434;Montlay-en-Auxois;21;0,101575595;151;-2;54;2;0;0;40484
21435;Montliot-et-Courcelles;21;0,084813946;278;13;82;9;1;0;40484
21436;Montmain;21;0,08749581;63;2;18;1;0;0;40484
21437;Montmançon;21;0,072745558;159;4;53;8;0;0;40484
21438;Montmoyen;21;0,084813946;102;-1;28;6;0;0;40484
21439;Montoillot;21;1;64;2;22;1;0;0;40484
21440;Montot;21;0,097888032;203;1;62;7;0;0;40484
21441;Mont-Saint-Jean;21;0,101910828;261;-21;100;27;0;0;40484
21442;Morey-Saint-Denis;21;0,088166276;671;27;178;13;1;0;40484
21444;Mosson;21;0,084813946;87;-8;30;5;0;0;40484
21445;La Motte-Ternant;21;0,101575595;164;-12;56;14;0;1;40484
21446;Moutiers-Saint-Jean;21;0,102246061;250;-12;63;10;0;0;40484
21447;Musigny;21;0,09319477;115;-1;24;5;0;0;40484
21448;Mussy-la-Fosse;21;0,073080791;87;3;27;6;0;0;40484
21449;Nan-sous-Thil;21;0,102246061;175;-9;64;4;0;0;40484
21450;Nantoux;21;0,102916527;180;17;48;13;0;0;40484
21451;Nesle-et-Massoult;21;0,084813946;101;0;37;8;0;0;40484
21452;Neuilly-lès-Dijon;21;1;2143;92;493;9;0;0;40484
21454;Nicey;21;0,084813946;145;-26;55;8;0;0;40484
21455;Nod-sur-Seine;21;0,084813946;257;-3;63;6;0;0;40484
21456;Nogent-lès-Montbard;21;0,073751257;171;-7;55;6;0;0;40484
21457;Noidan;21;0,102246061;79;-5;36;5;0;0;40484
21458;Noiron-sous-Gevrey;21;1;705;34;189;10;0;0;40484
21459;Noiron-sur-Bèze;21;0,126382836;166;-5;56;7;0;0;40484
21460;Noiron-sur-Seine;21;0,084813946;91;0;32;12;0;0;40484
21461;Nolay;21;0,102916527;1542;-107;390;87;4;2;40484
21462;Norges-la-Ville;21;1;842;44;205;5;0;0;40484
21463;Normier;21;0,102246061;47;-2;19;0;0;0;40484
21464;Nuits-Saint-Georges;21;0,088166276;5574;144;1181;128;7;0;40484
21465;Obtrée;21;0,084813946;89;-5;27;4;0;0;40484
21466;Oigny;21;0,073080791;29;0;10;0;0;0;40484
21467;Oisilly;21;0,126382836;108;0;33;1;0;0;40484
21468;Orain;21;0,086825344;109;-5;43;13;0;0;40484
21469;Orgeux;21;1;337;5;107;5;0;0;40484
21470;Origny;21;0,084813946;36;-5;11;8;0;0;40484
21471;Orret;21;0,084813946;26;-4;10;4;0;0;40484
21472;Orville;21;0,072745558;214;2;57;5;0;0;40484
21473;Ouges;21;1;1043;45;234;14;0;0;40484
21474;Pagny-la-Ville;21;0,08749581;383;-13;120;5;0;1;40484
21475;Pagny-le-Château;21;0,08749581;491;4;144;5;0;0;40484
21476;Painblanc;21;0,102916527;142;-7;52;5;0;0;40484
21477;Panges;21;1;74;3;27;4;0;0;40484
21478;Pasques;21;1;266;8;93;0;0;0;40484
21479;Pellerey;21;1;103;0;39;3;0;0;40484
21480;Pernand-Vergelesses;21;0,102916527;309;13;88;25;0;0;40484
21481;Perrigny-lès-Dijon;21;1;1647;53;481;16;1;0;40484
21482;Perrigny-sur-l'Ognon;21;0,072745558;497;-22;196;19;0;1;40484
21483;Pichanges;21;1;223;8;68;2;0;0;40484
21484;Planay;21;0,084813946;77;-2;18;7;0;0;40484
21485;Plombières-lès-Dijon;21;1;2488;88;652;47;0;0;40484
21486;Pluvault;21;0,065035199;509;18;147;8;0;0;40484
21487;Pluvet;21;0,065035199;324;6;106;4;0;0;40484
21488;Poinçon-lès-Larrey;21;0,084813946;196;-14;64;20;0;0;40484
21489;Poiseul-la-Grange;21;1;70;-4;21;14;0;0;40484
21490;Poiseul-la-Ville-et-Laperrière;21;0,073080791;181;-5;60;7;0;0;40484
21491;Poiseul-lès-Saulx;21;0,07073416;48;-4;18;5;0;0;40484
21492;Pommard;21;0,102916527;594;13;139;23;1;0;40484
21493;Poncey-lès-Athée;21;0,082802548;396;-9;135;11;0;0;40484
21494;Poncey-sur-l'Ignon;21;1;81;-5;31;1;0;0;40484
21495;Pont;21;0,082802548;87;-3;30;1;0;0;40484
21496;Pontailler-sur-Saône;21;0,072745558;1342;47;324;45;0;1;40484
21497;Pont-et-Massène;21;0,102246061;173;5;53;4;1;1;40484
21498;Posanges;21;0,125377137;45;-2;21;3;0;0;40484
21499;Pothières;21;0,084813946;204;4;54;7;0;0;40484
21500;Pouillenay;21;0,073080791;538;-4;155;28;0;0;40484
21501;Pouilly-en-Auxois;21;0,101910828;1496;-38;269;40;2;1;40484
21502;Pouilly-sur-Saône;21;0,08749581;591;-2;175;12;0;2;40484
21503;Pouilly-sur-Vingeanne;21;0,086825344;93;-8;37;8;0;0;40484
21504;Prâlon;21;1;89;2;26;0;0;0;40484
21505;Précy-sous-Thil;21;0,102246061;709;-29;158;26;2;1;40484
21506;Premeaux-Prissey;21;0,088166276;373;4;92;23;0;1;40484
21507;Premières;21;0,065035199;125;3;33;0;0;0;40484
21508;Prenois;21;1;314;19;100;1;0;0;40484
21510;Prusly-sur-Ource;21;0,084813946;193;11;58;10;0;0;40484
21511;Puits;21;0,084813946;136;-5;48;7;0;0;40484
21512;Puligny-Montrachet;21;0,102916527;464;-14;149;56;3;0;40484
21513;Quemigny-Poisot;21;0,125041904;187;7;52;0;0;0;40484
21514;Quemigny-sur-Seine;21;0,084813946;131;-3;50;2;0;0;40484
21515;Quetigny;21;1;9409;995;1819;98;2;0;40484
21516;Quincerot;21;0,073751257;53;-2;24;4;0;0;40484
21517;Quincey;21;0,088166276;378;13;107;9;0;0;40484
21518;Quincy-le-Vicomte;21;0,073751257;192;-8;72;6;0;0;40484
21519;Recey-sur-Ource;21;0,084813946;430;-10;117;13;0;1;40484
21520;Remilly-en-Montagne;21;1;106;-2;42;5;0;0;40484
21521;Remilly-sur-Tille;21;1;732;33;208;5;0;0;40484
21522;Renève;21;0,126382836;413;-1;127;15;0;0;40484
21523;Reulle-Vergy;21;0,088166276;99;8;32;6;0;0;40484
21524;Riel-les-Eaux;21;0,084813946;96;-11;30;14;0;1;40484
21525;La Roche-en-Brenil;21;0,101575595;890;-33;303;53;0;0;40484
21526;Rochefort-sur-Brévon;21;0,084813946;60;-3;17;7;0;0;40484
21527;La Rochepot;21;0,102916527;259;-2;82;10;1;0;40484
21528;La Roche-Vanneau;21;0,073080791;142;-2;49;6;0;0;40484
21529;Roilly;21;0,102246061;36;-3;9;4;0;0;40484
21530;Rougemont;21;0,073751257;170;-11;58;8;0;0;40484
21531;Rouvray;21;0,086154878;580;-5;149;43;1;0;40484
21532;Rouvres-en-Plaine;21;0,065035199;865;37;238;13;0;0;40484
21533;Rouvres-sous-Meilly;21;0,101910828;104;-3;39;11;0;0;40484
21534;Ruffey-lès-Beaune;21;0,102916527;658;23;198;13;0;0;40484
21535;Ruffey-lès-Echirey;21;1;1082;34;338;16;0;0;40484
21536;Sacquenay;21;0,072745558;265;-18;96;26;0;0;40484
21537;Saffres;21;0,125377137;105;-17;46;18;0;0;40484
21538;Saint-Andeux;21;0,101575595;128;-8;47;7;0;0;40484
21539;Saint-Anthot;21;1;44;1;15;2;0;0;40484
21540;Saint-Apollinaire;21;1;5024;209;1602;44;2;0;40484
21541;Saint-Aubin;21;0,102916527;248;1;89;36;0;0;40484
21542;Saint-Bernard;21;0,088166276;291;17;85;4;0;0;40484
21543;Saint-Broing-les-Moines;21;0,084813946;180;-7;59;8;0;0;40484
21544;Sainte-Colombe;21;0,125377137;59;1;27;3;0;0;40484
21545;Sainte-Colombe-sur-Seine;21;0,084813946;1041;2;297;28;0;0;40484
21546;Saint-Didier;21;0,101575595;194;-13;72;10;0;0;40484
21547;Saint-Euphrône;21;0,102246061;173;0;57;6;0;0;40484
21548;Saint-Germain-de-Modéon;21;0,101575595;152;-20;71;11;0;0;40484
21549;Saint-Germain-le-Rocheux;21;0,084813946;101;-3;35;5;0;0;40484
21550;Saint-Germain-lès-Senailly;21;0,073751257;107;-4;36;4;0;0;40484
21551;Saint-Germain-Source-Seine;21;0,073080791;29;-1;11;2;0;0;40484
21552;Saint-Hélier;21;1;25;-1;10;2;0;0;40484
21553;Saint-Jean-de-Boeuf;21;1;65;-2;22;7;0;0;40484
21554;Saint-Jean-de-Losne;21;0,097888032;1256;45;179;48;1;1;40484
21555;Saint-Julien;21;1;1216;27;364;12;0;0;40484
21556;Saint-Léger-Triey;21;0,072745558;145;9;46;0;0;0;40484
21557;Saint-Marc-sur-Seine;21;0,084813946;147;2;32;6;0;0;40484
21558;Sainte-Marie-la-Blanche;21;0,102916527;672;15;208;8;1;0;40484
21559;Sainte-Marie-sur-Ouche;21;1;590;17;180;15;1;1;40484
21560;Saint-Martin-de-la-Mer;21;0,101575595;286;-20;100;18;0;0;40484
21561;Saint-Martin-du-Mont;21;1;354;2;114;4;0;0;40484
21562;Saint-Maurice-sur-Vingeanne;21;0,086825344;162;-11;58;15;0;0;40484
21563;Saint-Mesmin;21;0,125377137;99;-4;32;15;0;0;40484
21564;Saint-Nicolas-lès-Cîteaux;21;0,088166276;475;13;104;5;0;0;40484
21565;Saint-Philibert;21;1;410;30;120;3;0;0;40484
21566;Saint-Pierre-en-Vaux;21;0,09319477;141;-15;43;4;0;0;40484
21567;Saint-Prix-lès-Arnay;21;0,09319477;242;-8;68;4;0;0;40484
21568;Saint-Rémy;21;0,073751257;813;2;254;20;0;0;40484
21569;Saint-Romain;21;0,102916527;227;0;72;20;1;0;40484
21570;Sainte-Sabine;21;0,101910828;172;-7;49;7;1;0;40484
21571;Saint-Sauveur;21;0,072745558;206;-3;61;5;0;0;40484
21572;Saint-Seine-en-Bâche;21;0,097888032;232;6;74;6;0;0;40484
21573;Saint-Seine-l'Abbaye;21;1;355;3;91;24;1;1;40484
21574;Saint-Seine-sur-Vingeanne;21;0,086825344;286;-14;99;10;0;0;40484
21575;Saint-Symphorien-sur-Saône;21;0,097888032;306;4;88;8;0;0;40484
21576;Saint-Thibault;21;0,125377137;137;-13;56;8;0;0;40484
21577;Saint-Usage;21;0,097888032;994;-15;314;18;0;0;40484
21578;Saint-Victor-sur-Ouche;21;1;229;-37;65;7;0;0;40484
21579;Salives;21;0,07073416;232;4;46;23;0;0;40484
21580;Salmaise;21;0,073080791;136;-1;45;8;0;0;40484
21581;Samerey;21;0,097888032;142;2;53;5;0;0;40484
21582;Santenay;21;0,079450218;903;-70;215;74;0;1;40484
21583;Santosse;21;0,102916527;38;-4;14;8;0;0;40484
21584;Saulieu;21;0,101575595;2835;-1;609;167;8;1;40484
21585;Saulon-la-Chapelle;21;1;928;37;250;13;0;0;40484
21586;Saulon-la-Rue;21;1;526;18;159;11;1;0;40484
21587;Saulx-le-Duc;21;0,07073416;189;14;60;12;0;0;40484
21588;Saussey;21;0,102916527;85;-4;30;12;0;0;40484
21589;Saussy;21;1;104;5;36;1;0;0;40484
21590;Savigny-lès-Beaune;21;0,102916527;1421;24;422;31;2;1;40484
21591;Savigny-le-Sec;21;1;780;40;236;2;0;0;40484
21592;Savigny-sous-Mâlain;21;1;202;2;62;7;0;0;40484
21593;Savilly;21;0,092524304;68;-9;28;5;0;0;40484
21594;Savoisy;21;0,084813946;246;2;72;5;0;0;40484
21595;Savolles;21;0,126382836;128;9;32;0;0;0;40484
21596;Savouges;21;1;183;10;59;1;0;0;40484
21597;Segrois;21;0,088166276;54;4;18;0;0;0;40484
21598;Seigny;21;0,073080791;152;-6;51;4;0;0;40484
21599;Selongey;21;0,072745558;2233;51;594;79;0;1;40484
21600;Semarey;21;0,101910828;111;3;27;0;0;0;40484
21601;Semezanges;21;0,125041904;112;5;38;0;0;0;40484
21602;Semond;21;0,084813946;45;1;13;2;0;0;40484
21603;Semur-en-Auxois;21;0,102246061;4451;56;733;132;4;0;40484
21604;Senailly;21;0,073751257;151;6;47;5;0;0;40484
21605;Sennecey-lès-Dijon;21;1;2170;127;559;5;1;0;40484
21606;Ladoix-Serrigny;21;0,102916527;1620;44;449;16;2;0;40484
21607;Seurre;21;0,08749581;2668;3;536;101;1;2;40484
21608;Sincey-lès-Rouvray;21;0,086154878;125;-8;47;4;0;0;40484
21609;Soirans;21;0,082802548;361;23;98;1;0;0;40484
21610;Soissons-sur-Nacey;21;0,072745558;257;-5;87;9;0;0;40484
21611;Sombernon;21;1;781;-38;166;20;2;0;40484
21612;Souhey;21;0,102246061;74;0;26;0;0;0;40484
21613;Soussey-sur-Brionne;21;0,101910828;103;-10;46;12;0;0;40484
