Code commune;LIBGEO;DEP;Densité Médicale BV;Population;Evolution Population;Nb propriétaire;Nb Log Vacants;Nb Hotel;Nb Camping;PIB Régionnal
1001;L' Abergement-Clémenciat;1;0,092859537;725;16;196;9;0;0;173681
1002;L' Abergement-de-Varey;1;0,099228964;167;4;61;4;0;0;173681
1004;Ambérieu-en-Bugey;1;0,099228964;11432;512;1968;414;2;0;173681
1005;Ambérieux-en-Dombes;1;1;1407;39;344;18;2;1;173681
1006;Ambléon;1;0,100905129;86;-8;28;3;0;0;173681
1007;Ambronay;1;0,099228964;2144;65;613;49;0;0;173681
1008;Ambutrix;1;0,099228964;586;30;160;10;0;0;173681
1009;Andert-et-Condon;1;0,100905129;275;-4;101;4;0;0;173681
1010;Anglefort;1;0,08749581;772;17;224;36;1;0;173681
1011;Apremont;1;1;328;22;85;8;0;0;173681
1012;Aranc;1;0,147167281;275;-11;88;15;1;0;173681
1013;Arandas;1;0,099228964;135;-9;50;8;0;0;173681
1014;Arbent;1;1;3623;330;650;28;1;0;173681
1015;Arbignieu;1;0,100905129;431;-11;141;19;0;0;173681
1016;Arbigny;1;0,092189071;330;-17;110;10;1;0;173681
1017;Argis;1;0,099228964;389;-24;120;75;0;0;173681
1019;Armix;1;0,100905129;15;-2;9;7;0;0;173681
1021;Ars-sur-Formans;1;1;1100;33;240;9;1;1;173681
1022;Artemare;1;0,100905129;970;-1;261;54;1;1;173681
1023;Asnières-sur-Saône;1;1;69;-1;19;10;0;0;173681
1024;Attignat;1;0,083808247;1923;62;528;45;1;0;173681
1025;Bâgé-la-Ville;1;1;2318;77;627;24;0;0;173681
1026;Bâgé-le-Châtel;1;1;759;-25;168;17;0;0;173681
1027;Balan;1;1;1534;124;359;18;1;0;173681
1028;Baneins;1;0,092859537;528;7;148;2;0;0;173681
1029;Beaupont;1;1;492;-17;146;13;0;0;173681
1030;Beauregard;1;1;816;74;137;20;0;0;173681
1031;Bellignat;1;1;3505;378;469;33;1;0;173681
1032;Béligneux;1;1;2595;230;490;19;0;0;173681
1033;Bellegarde-sur-Valserine;1;0,067717063;10878;576;1756;516;4;0;173681
1034;Belley;1;0,100905129;8002;271;1266;328;2;0;173681
1035;Belleydoux;1;1;277;1;91;8;0;0;173681
1036;Belmont-Luthézieu;1;0,100905129;400;-19;121;25;1;0;173681
1037;Bénonces;1;0,073080791;241;-13;71;18;0;0;173681
1038;Bény;1;1;613;14;205;24;0;0;173681
1039;Béon;1;0,111632585;364;-3;105;23;0;0;173681
1040;Béréziat;1;0,083808247;341;2;103;11;0;0;173681
1041;Bettant;1;0,099228964;685;19;205;30;0;0;173681
1042;Bey;1;0,067046597;221;0;65;0;0;0;173681
1043;Beynost;1;1;3528;100;1020;44;2;0;173681
1044;Billiat;1;0,067717063;411;13;110;11;0;0;173681
1045;Birieux;1;0,102246061;145;5;29;1;0;0;173681
1046;Biziat;1;1;647;22;171;18;0;0;173681
1047;Blyes;1;0,08414348;691;46;184;15;0;0;173681
1049;La Boisse;1;1;2704;65;712;74;1;0;173681
1050;Boissey;1;0,092189071;202;4;63;9;0;0;173681
1051;Bolozon;1;1;94;-6;30;2;0;0;173681
1052;Bouligneux;1;0,102246061;290;13;71;1;0;0;173681
1053;Bourg-en-Bresse;1;1;40628;2450;5967;1428;11;1;173681
1054;Bourg-Saint-Christophe;1;0,092189071;824;10;244;22;1;0;173681
1056;Boyeux-Saint-Jérôme;1;0,099228964;277;-16;95;8;0;0;173681
1057;Boz;1;0,092189071;360;-6;100;11;0;0;173681
1058;Brégnier-Cordon;1;0,100905129;566;-26;159;29;0;1;173681
1059;Brénaz;1;0,100905129;105;-2;26;6;0;0;173681
1060;Brénod;1;0,147167281;427;-5;117;7;0;0;173681
1061;Brens;1;0,100905129;732;9;225;6;0;0;173681
1062;Bressolles;1;1;587;13;188;3;0;0;173681
1063;Brion;1;0,078779752;559;34;148;8;0;0;173681
1064;Briord;1;0,073080791;674;23;153;16;0;0;173681
1065;Buellas;1;1;1288;43;379;13;0;0;173681
1066;La Burbanche;1;0,100905129;56;-8;24;7;0;0;173681
1067;Ceignes;1;0,092189071;229;-2;62;1;0;0;173681
1068;Cerdon;1;0,099228964;672;-23;184;52;0;0;173681
1069;Certines;1;1;1287;69;320;10;0;0;173681
1071;Cessy;1;0,062018103;2287;52;576;14;0;0;173681
1072;Ceyzériat;1;1;2388;48;599;43;0;0;173681
1073;Ceyzérieu;1;0,111632585;816;-15;284;41;0;0;173681
1074;Chalamont;1;1;1656;0;340;46;0;0;173681
1075;Chaleins;1;1;1025;59;251;13;0;0;173681
1076;Chaley;1;0,099228964;107;-7;37;16;0;1;173681
1077;Challes;1;0,099228964;203;-3;60;16;0;0;173681
1078;Challex;1;1;1060;-17;279;26;0;0;173681
1079;Champagne-en-Valromey;1;0,100905129;674;-65;163;25;0;1;173681
1080;Champdor;1;0,147167281;426;18;92;16;0;1;173681
1081;Champfromier;1;0,067717063;591;33;129;20;1;1;173681
1082;Chanay;1;0,067717063;573;8;113;34;0;0;173681
1083;Chaneins;1;0,092859537;560;19;158;14;1;0;173681
1084;Chanoz-Châtenay;1;1;492;23;144;10;0;0;173681
1085;La Chapelle-du-Châtelard;1;0,092859537;263;7;74;6;0;0;173681
1087;Charix;1;0,092189071;265;9;73;3;1;1;173681
1088;Charnoz-sur-Ain;1;0,092189071;808;30;226;3;0;0;173681
1089;Château-Gaillard;1;0,099228964;1370;47;370;30;0;0;173681
1090;Châtenay;1;1;308;7;82;8;0;0;173681
1091;Châtillon-en-Michaille;1;0,067717063;2657;75;616;49;3;0;173681
1092;Châtillon-la-Palud;1;0,099228964;1075;2;304;17;0;0;173681
1093;Châtillon-sur-Chalaronne;1;0,092859537;4130;29;753;118;1;1;173681
1094;Chavannes-sur-Reyssouze;1;0,092189071;580;-31;191;24;0;1;173681
1095;Chavannes-sur-Suran;1;1;485;11;132;18;0;1;173681
1096;Chaveyriat;1;1;810;24;233;15;0;0;173681
1097;Chavornay;1;0,100905129;176;-3;60;7;0;0;173681
1098;Chazey-Bons;1;0,100905129;665;-4;192;25;0;0;173681
1099;Chazey-sur-Ain;1;0,08414348;1200;0;337;6;1;0;173681
1100;Cheignieu-la-Balme;1;0,100905129;112;-15;45;12;0;0;173681
1101;Chevillard;1;0,092189071;132;2;38;3;0;0;173681
1102;Chevroux;1;0,092189071;657;15;195;18;0;0;173681
1103;Chevry;1;0,062018103;808;14;233;33;0;0;173681
1104;Chézery-Forens;1;0,067717063;367;-3;91;38;1;1;173681
1105;Civrieux;1;1;1079;49;299;13;0;0;173681
1106;Cize;1;1;128;-9;45;5;0;0;173681
1107;Cleyzieu;1;0,099228964;116;-11;41;11;0;0;173681
1108;Coligny;1;1;1091;-85;288;56;0;0;173681
1109;Collonges;1;1;1105;39;253;36;0;0;173681
1110;Colomieu;1;0,100905129;128;-8;42;1;0;0;173681
1111;Conand;1;0,099228964;69;-12;27;14;0;0;173681
1112;Condamine;1;0,092189071;285;13;83;5;0;0;173681
1113;Condeissiat;1;1;649;14;166;17;0;0;173681
1114;Confort;1;0,067717063;499;-57;122;11;0;0;173681
1115;Confrançon;1;1;862;23;232;18;2;0;173681
1116;Contrevoz;1;0,100905129;430;-12;130;29;0;0;173681
1117;Conzieu;1;0,100905129;99;-11;27;4;0;0;173681
1118;Corbonod;1;0,08749581;898;-100;225;32;0;0;173681
1119;Corcelles;1;0,147167281;222;-2;62;14;0;0;173681
1121;Corlier;1;0,147167281;73;-9;24;6;0;0;173681
1122;Cormaranche-en-Bugey;1;0,147167281;726;-3;225;34;0;0;173681
1123;Cormoranche-sur-Saône;1;0,067046597;903;-2;260;14;0;1;173681
1124;Cormoz;1;0,086490111;512;-33;168;23;0;0;173681
1125;Corveissiat;1;1;473;-4;124;32;0;0;173681
1127;Courmangoux;1;1;360;-2;133;14;0;0;173681
1128;Courtes;1;0,076768354;218;-1;75;16;0;0;173681
1129;Crans;1;1;258;10;83;2;0;0;173681
1130;Cras-sur-Reyssouze;1;0,083808247;905;12;261;3;0;0;173681
1133;Cressin-Rochefort;1;0,100905129;308;2;102;10;0;0;173681
1134;Crottet;1;0,067046597;1479;57;393;14;0;0;173681
1135;Crozet;1;1;1344;31;380;24;1;0;173681
1136;Cruzilles-lès-Mépillat;1;0,067046597;651;10;186;9;0;0;173681
1138;Culoz;1;0,111632585;2620;86;527;128;1;1;173681
1139;Curciat-Dongalon;1;0,076768354;406;-35;131;29;0;0;173681
1140;Curtafond;1;0,083808247;589;22;162;7;0;0;173681
1141;Cuzieu;1;0,100905129;304;-9;103;10;0;0;173681
1142;Dagneux;1;1;3760;218;859;44;0;0;173681
1143;Divonne-les-Bains;1;0,133422729;6158;100;1445;253;7;1;173681
1144;Dommartin;1;0,092189071;597;-14;191;10;0;0;173681
1145;Dompierre-sur-Veyle;1;1;968;9;223;23;0;1;173681
1146;Dompierre-sur-Chalaronne;1;0,092859537;280;18;76;4;0;0;173681
1147;Domsure;1;0,072410325;403;1;122;16;0;0;173681
1148;Dortan;1;1;2188;151;442;44;0;1;173681
1149;Douvres;1;0,099228964;646;19;207;18;0;0;173681
1150;Drom;1;1;160;1;49;6;0;0;173681
1151;Druillat;1;0,115320148;879;-14;294;24;0;0;173681
1152;Echallon;1;1;665;20;200;34;0;0;173681
1153;Echenevex;1;0,062018103;1203;26;347;10;1;0;173681
1154;Etrez;1;0,083808247;642;20;148;15;0;0;173681
1155;Evosges;1;0,099228964;109;-8;36;2;1;0;173681
1156;Faramans;1;0,092189071;591;10;181;10;0;0;173681
1157;Fareins;1;1;1668;29;502;18;0;0;173681
1158;Farges;1;0,067717063;589;8;161;14;0;0;173681
1159;Feillens;1;1;2935;119;763;44;0;0;173681
1160;Ferney-Voltaire;1;1;7071;356;1124;251;6;0;173681
1162;Flaxieu;1;0,100905129;50;-2;17;1;0;0;173681
1163;Foissiat;1;0,083808247;1562;-32;469;24;0;0;173681
1165;Francheleins;1;0,066711364;994;60;277;5;0;0;173681
1166;Frans;1;1;1849;88;509;24;0;0;173681
1167;Garnerans;1;0,102581294;565;3;171;10;0;0;173681
1169;Genouilleux;1;0,098223265;400;13;109;9;0;0;173681
1170;Géovreissiat;1;0,078779752;712;41;174;11;0;0;173681
1171;Géovreisset;1;1;763;28;159;8;0;0;173681
1172;Germagnat;1;1;92;-8;39;4;0;0;173681
1173;Gex;1;0,062018103;7771;596;1327;263;5;1;173681
1174;Giron;1;0,067717063;100;-4;33;14;0;0;173681
1175;Gorrevod;1;0,092189071;561;8;155;10;2;0;173681
1176;Le Grand-Abergement;1;0,147167281;108;3;34;19;0;0;173681
1177;Grand-Corent;1;1;111;-7;40;11;0;0;173681
1179;Grièges;1;0,067046597;1599;41;442;28;0;0;173681
1180;Grilly;1;0,133422729;615;-1;186;8;0;0;173681
1181;Groissiat;1;1;749;15;212;4;0;0;173681
1182;Groslée;1;0,072075092;333;2;87;13;0;0;173681
1183;Guéreins;1;0,066711364;1065;42;293;15;0;0;173681
1184;Hautecourt-Romanèche;1;1;678;13;218;12;0;1;173681
1185;Hauteville-Lompnes;1;0,147167281;3653;0;674;186;1;1;173681
1186;Hostias;1;0,147167281;62;-6;23;2;0;0;173681
1187;Hotonnes;1;0,100905129;295;11;63;25;0;0;173681
1188;Illiat;1;0,102581294;464;-4;135;5;0;0;173681
1189;Injoux-Génissiat;1;0,067717063;966;49;204;44;0;0;173681
1190;Innimond;1;0,100905129;95;-8;30;8;0;0;173681
1191;Izenave;1;0,147167281;146;0;44;7;0;0;173681
1192;Izernore;1;0,078779752;1652;97;341;19;1;0;173681
1193;Izieu;1;0,100905129;178;-5;56;10;0;0;173681
1194;Jassans-Riottier;1;1;5333;369;1057;58;1;0;173681
1195;Jasseron;1;1;1257;-25;323;28;1;0;173681
1196;Jayat;1;0,083808247;774;0;222;20;0;0;173681
1197;Journans;1;1;330;13;101;9;0;1;173681
1198;Joyeux;1;0,102246061;206;3;40;7;0;0;173681
1199;Jujurieux;1;0,099228964;1696;-13;431;86;0;0;173681
1200;Labalme;1;0,099228964;135;3;35;7;1;0;173681
1202;Lagnieu;1;0,08414348;5882;359;1259;225;0;0;173681
1203;Laiz;1;0,067046597;990;44;251;10;0;0;173681
1204;Lalleyriat;1;0,092189071;195;8;50;11;0;0;173681
1205;Lancrans;1;0,067717063;934;16;226;47;1;0;173681
1206;Lantenay;1;0,092189071;257;13;71;7;0;0;173681
1207;Lapeyrouse;1;0,102246061;225;9;57;4;0;0;173681
1208;Lavours;1;0,111632585;117;-10;38;5;1;0;173681
1209;Léaz;1;0,067717063;482;12;150;31;0;0;173681
1210;Lélex;1;0,067717063;220;1;53;19;3;0;173681
1211;Lent;1;1;1148;43;291;19;0;0;173681
1212;Lescheroux;1;0,083808247;596;-3;162;25;0;0;173681
1213;Leyment;1;0,08414348;922;41;226;18;0;0;173681
1214;Leyssard;1;1;143;-3;47;1;0;0;173681
1215;Lhôpital;1;0,067717063;49;-1;13;3;0;0;173681
1216;Lhuis;1;0,072075092;721;-37;189;37;0;0;173681
1218;Lochieu;1;0,100905129;73;-3;21;2;0;0;173681
1219;Lompnas;1;0,073080791;147;0;43;14;0;0;173681
1221;Lompnieu;1;0,100905129;103;-17;38;17;0;0;173681
1224;Loyettes;1;0,082802548;2331;192;502;54;0;1;173681
1225;Lurcy;1;0,066711364;256;0;81;6;0;0;173681
1227;Magnieu;1;0,100905129;292;-3;93;16;0;0;173681
1228;Maillat;1;0,092189071;664;48;159;15;1;0;173681
1229;Malafretaz;1;0,083808247;674;10;207;3;0;0;173681
1230;Mantenay-Montlin;1;0,076768354;247;-6;82;13;0;1;173681
1231;Manziat;1;1;1596;13;459;19;0;0;173681
1232;Marboz;1;1;2164;33;570;42;0;0;173681
1233;Marchamp;1;0,100905129;108;-4;41;13;0;0;173681
1234;Marignieu;1;0,100905129;156;-5;47;5;0;0;173681
1235;Marlieux;1;0,102246061;676;-3;155;16;0;0;173681
1236;Marsonnas;1;0,083808247;728;-15;230;9;0;0;173681
1237;Martignat;1;1;1265;47;323;31;1;0;173681
1238;Massieux;1;1;2119;95;563;12;2;0;173681
1239;Massignieu-de-Rives;1;0,100905129;498;0;153;14;0;2;173681
1240;Matafelon-Granges;1;1;484;4;167;15;0;1;173681
1241;Meillonnas;1;1;1205;37;327;17;0;1;173681
1242;Mérignat;1;0,099228964;114;-2;30;4;0;0;173681
1243;Messimy-sur-Saône;1;1;932;13;301;18;0;1;173681
1244;Meximieux;1;0,092189071;6835;590;1031;214;2;0;173681
1245;Bohas-Meyriat-Rignat;1;1;724;14;206;30;0;0;173681
1246;Mézériat;1;1;1912;97;416;56;0;0;173681
1247;Mijoux;1;0,062018103;312;14;74;12;4;0;173681
1248;Mionnay;1;0,068387529;2111;97;514;17;1;0;173681
1249;Miribel;1;1;8545;442;1638;117;2;0;173681
1250;Misérieux;1;1;1432;62;379;12;0;0;173681
1252;Mogneneins;1;0,102581294;572;-2;179;17;0;0;173681
1254;Montagnat;1;1;1421;36;438;5;1;0;173681
1255;Montagnieu;1;0,08414348;387;-13;125;22;1;0;173681
1257;Montanges;1;0,067717063;282;8;80;16;0;0;173681
1258;Montceaux;1;0,066711364;908;31;234;11;0;0;173681
1259;Montcet;1;1;489;22;125;10;0;0;173681
1260;Le Montellier;1;0,092189071;218;10;49;0;0;0;173681
1261;Monthieux;1;0,068387529;579;28;153;3;1;0;173681
1262;Montluel;1;1;6456;624;1045;147;0;0;173681
1263;Montmerle-sur-Saône;1;0,066711364;2827;57;706;63;1;1;173681
1264;Montracol;1;1;619;21;187;9;0;0;173681
1265;Montréal-la-Cluse;1;0,078779752;3699;392;519;23;1;0;173681
1266;Montrevel-en-Bresse;1;0,083808247;1995;-54;483;56;1;1;173681
1267;Nurieux-Volognat;1;0,078779752;952;58;239;14;0;0;173681
1268;Murs-et-Gélignieux;1;0,100905129;204;-2;53;4;0;1;173681
1269;Nantua;1;0,092189071;3922;312;469;142;1;1;173681
1271;Nattages;1;0,093865236;393;-7;136;16;0;0;173681
1272;Neuville-les-Dames;1;0,092859537;1232;-5;304;45;1;1;173681
1273;Neuville-sur-Ain;1;0,115320148;1237;-39;350;66;1;0;173681
1274;Les Neyrolles;1;0,092189071;617;32;118;2;0;0;173681
1275;Neyron;1;1;2155;86;568;43;0;0;173681
1276;Niévroz;1;1;1359;65;387;18;0;0;173681
1277;Nivollet-Montgriffon;1;0,099228964;91;-1;33;7;0;0;173681
1279;Oncieu;1;0,099228964;78;0;26;6;0;0;173681
1280;Ordonnaz;1;0,100905129;117;-6;38;5;0;0;173681
1281;Ornex;1;1;2666;69;646;52;1;0;173681
1282;Outriaz;1;0,092189071;267;16;57;9;0;0;173681
1283;Oyonnax;1;1;24188;1976;3025;567;4;0;173681
1284;Ozan;1;0,092189071;469;17;116;12;0;0;173681
1285;Parcieux;1;1;914;35;233;11;0;1;173681
1286;Parves;1;0,100905129;320;11;98;4;0;0;173681
1288;Péron;1;1;1578;59;393;29;1;0;173681
1289;Péronnas;1;1;5530;233;1364;57;1;0;173681
1290;Pérouges;1;0,092189071;1102;9;318;30;2;0;173681
1291;Perrex;1;1;721;9;187;11;0;0;173681
1292;Le Petit-Abergement;1;0,147167281;142;-6;37;11;1;0;173681
1293;Peyriat;1;0,078779752;157;7;42;7;0;0;173681
1294;Peyrieu;1;0,100905129;649;-9;187;20;1;0;173681
1295;Peyzieux-sur-Saône;1;0,102581294;337;7;80;4;0;0;173681
1296;Pirajoux;1;1;299;-10;93;12;0;0;173681
1297;Pizay;1;1;638;33;174;8;0;0;173681
1298;Plagne;1;0,067717063;83;4;25;1;0;0;173681
1299;Le Plantay;1;0,102246061;416;-2;111;9;0;0;173681
1300;Le Poizat;1;0,092189071;321;1;100;7;0;0;173681
1301;Polliat;1;1;2019;53;554;41;1;0;173681
1302;Pollieu;1;0,100905129;122;-3;46;6;0;0;173681
1303;Poncin;1;0,099228964;1371;26;323;59;0;1;173681
1304;Pont-d'Ain;1;0,115320148;2309;-4;537;57;1;1;173681
1305;Pont-de-Vaux;1;0,092189071;2013;-80;386;111;2;2;173681
1306;Pont-de-Veyle;1;0,067046597;1485;58;199;42;1;0;173681
1307;Port;1;0,078779752;913;73;179;14;0;1;173681
1308;Pougny;1;1;628;20;160;29;0;0;173681
1309;Pouillat;1;1;58;0;19;5;0;0;173681
1310;Prémeyzel;1;0,100905129;242;-16;24;5;0;0;173681
1311;Prémillieu;1;0,147167281;33;-8;14;4;0;0;173681
1312;Pressiat;1;1;191;-1;57;4;0;0;173681
1313;Prévessin-Moëns;1;1;4263;104;1022;101;0;0;173681
1314;Priay;1;0,099228964;1152;23;320;25;0;1;173681
1316;Pugieu;1;0,100905129;125;-1;34;6;1;0;173681
1317;Ramasse;1;1;218;6;73;9;0;0;173681
1318;Rancé;1;1;498;28;142;3;0;0;173681
1319;Relevant;1;0,092859537;367;6;100;8;1;0;173681
1320;Replonges;1;1;2841;53;813;36;3;0;173681
1321;Revonnas;1;1;493;20;160;11;0;0;173681
1322;Reyrieux;1;1;3690;86;937;24;1;0;173681
1323;Reyssouze;1;0,092189071;714;-15;228;18;0;0;173681
1325;Rignieux-le-Franc;1;0,092189071;839;55;229;8;0;0;173681
1328;Romans;1;0,092859537;522;-13;97;11;0;1;173681
1329;Rossillon;1;0,100905129;147;0;38;12;0;0;173681
1330;Ruffieu;1;0,100905129;188;4;52;14;0;0;173681
1331;Saint-Alban;1;0,099228964;133;-9;44;5;0;0;173681
1332;Saint-André-de-Bâgé;1;1;507;18;157;3;0;0;173681
1333;Saint-André-de-Corcy;1;0,068387529;3098;158;675;25;0;0;173681
1334;Saint-André-d'Huiriat;1;0,067046597;403;2;134;9;0;0;173681
1335;Saint-André-le-Bouchoux;1;0,092859537;191;8;48;2;0;0;173681
1336;Saint-André-sur-Vieux-Jonc;1;1;965;43;252;18;0;0;173681
1337;Saint-Bénigne;1;0,092189071;817;6;265;24;0;0;173681
1338;Saint-Benoît;1;0,122024807;582;-19;183;21;0;0;173681
1339;Saint-Bernard;1;1;1281;4;367;9;0;0;173681
1340;Saint-Bois;1;0,100905129;102;-6;34;12;0;0;173681
1341;Saint-Champ;1;0,100905129;132;-1;46;8;0;0;173681
1342;Sainte-Croix;1;1;468;22;116;6;1;0;173681
1343;Saint-Cyr-sur-Menthon;1;0,067046597;1313;46;345;27;0;0;173681
1344;Saint-Denis-lès-Bourg;1;1;4920;106;1501;44;1;0;173681
1345;Saint-Denis-en-Bugey;1;0,099228964;1939;60;495;60;0;0;173681
1346;Saint-Didier-d'Aussiat;1;0,083808247;667;3;206;24;0;0;173681
1347;Saint-Didier-de-Formans;1;1;1545;40;458;16;0;0;173681
1348;Saint-Didier-sur-Chalaronne;1;0,102581294;2263;-7;581;41;0;1;173681
1349;Saint-Eloi;1;0,092189071;403;9;121;1;0;0;173681
1350;Saint-Etienne-du-Bois;1;1;2045;63;551;41;1;1;173681
1351;Saint-Etienne-sur-Chalaronne;1;0,092859537;1178;7;329;32;0;0;173681
1352;Saint-Etienne-sur-Reyssouze;1;0,092189071;387;-14;128;16;0;0;173681
1353;Sainte-Euphémie;1;1;1133;43;323;6;0;0;173681
1354;Saint-Genis-Pouilly;1;1;6382;368;1165;143;4;0;173681
1355;Saint-Genis-sur-Menthon;1;1;363;3;105;9;0;0;173681
1356;Saint-Georges-sur-Renon;1;0,092859537;162;8;48;0;0;0;173681
1357;Saint-Germain-de-Joux;1;0,067717063;476;16;105;39;1;0;173681
1358;Saint-Germain-les-Paroisses;1;0,100905129;307;-11;98;9;0;0;173681
1359;Saint-Germain-sur-Renon;1;0,102246061;217;5;50;6;0;0;173681
1360;Saint-Jean-de-Gonville;1;1;1201;26;320;30;0;0;173681
1361;Saint-Jean-de-Niost;1;0,092189071;1082;27;325;12;0;0;173681
1362;Saint-Jean-de-Thurigneux;1;1;554;21;164;3;0;0;173681
1363;Saint-Jean-le-Vieux;1;0,099228964;1449;57;384;25;0;0;173681
1364;Saint-Jean-sur-Reyssouze;1;0,083808247;582;-17;178;24;0;0;173681
1365;Saint-Jean-sur-Veyle;1;0,067046597;958;13;289;18;0;0;173681
1366;Sainte-Julie;1;0,08414348;534;18;169;9;0;0;173681
1367;Saint-Julien-sur-Reyssouze;1;0,083808247;509;-8;144;28;0;0;173681
1368;Saint-Julien-sur-Veyle;1;1;523;5;147;15;0;0;173681
1369;Saint-Just;1;1;788;31;211;7;0;0;173681
1370;Saint-Laurent-sur-Saône;1;1;1657;-81;105;36;1;0;173681
1371;Saint-Marcel;1;0,068387529;1058;78;234;8;0;0;173681
1372;Saint-Martin-de-Bavel;1;0,100905129;333;0;101;10;0;0;173681
1373;Saint-Martin-du-Frêne;1;0,092189071;1050;41;210;22;0;0;173681
1374;Saint-Martin-du-Mont;1;0,115320148;1304;36;436;60;0;0;173681
1375;Saint-Martin-le-Châtel;1;0,083808247;652;9;199;12;0;0;173681
1376;Saint-Maurice-de-Beynost;1;1;4017;240;806;35;1;0;173681
1378;Saint-Maurice-de-Gourdans;1;0,092189071;1949;60;573;26;0;2;173681
1379;Saint-Maurice-de-Rémens;1;0,099228964;605;9;173;45;0;0;173681
1380;Saint-Nizier-le-Bouchoux;1;0,076768354;546;-21;178;18;0;1;173681
1381;Saint-Nizier-le-Désert;1;1;489;11;136;16;0;1;173681
1382;Sainte-Olive;1;0,102246061;254;15;74;4;0;0;173681
1383;Saint-Paul-de-Varax;1;1;1190;23;258;14;0;1;173681
1384;Saint-Rambert-en-Bugey;1;0,099228964;2067;-76;394;143;0;1;173681
1385;Saint-Rémy;1;1;812;33;216;3;0;0;173681
1386;Saint-Sorlin-en-Bugey;1;0,08414348;938;34;271;34;0;0;173681
1387;Saint-Sulpice;1;0,083808247;103;-2;32;3;0;0;173681
1388;Saint-Trivier-de-Courtes;1;0,076768354;963;-82;240;52;0;0;173681
1389;Saint-Trivier-sur-Moignans;1;0,092859537;1537;-21;350;19;0;0;173681
1390;Saint-Vulbas;1;0,08414348;803;2;177;44;0;0;173681
1391;Salavre;1;1;285;-4;87;9;0;0;173681
1392;Samognat;1;1;421;14;131;4;0;0;173681
1393;Sandrans;1;0,092859537;416;16;92;15;0;1;173681
1396;Sault-Brénaz;1;0,08414348;974;45;203;39;0;0;173681
1397;Sauverny;1;0,062018103;1017;62;210;10;0;0;173681
1398;Savigneux;1;1;876;39;222;2;0;0;173681
1399;Ségny;1;0,062018103;1350;44;357;13;2;0;173681
1400;Seillonnaz;1;0,073080791;123;-4;31;15;0;0;173681
1401;Sergy;1;1;1247;43;346;20;0;0;173681
1402;Sermoyer;1;0,092189071;543;-29;164;13;0;0;173681
1403;Serrières-de-Briord;1;0,08414348;960;12;273;46;0;1;173681
1404;Serrières-sur-Ain;1;1;79;-2;32;7;0;0;173681
1405;Servas;1;1;915;70;203;15;0;0;173681
1406;Servignat;1;0,076768354;135;-3;45;11;0;0;173681
1407;Seyssel;1;0,08749581;803;11;159;37;0;1;173681
1408;Simandre-sur-Suran;1;1;638;27;151;17;1;1;173681
1409;Songieu;1;0,100905129;123;-11;37;7;0;1;173681
1410;Sonthonnax-la-Montagne;1;0,078779752;303;24;91;9;0;0;173681
1411;Souclin;1;0,08414348;221;-1;70;15;0;0;173681
1412;Sulignat;1;0,092859537;485;14;122;12;0;0;173681
1413;Surjoux;1;0,067717063;69;-2;28;6;0;0;173681
1414;Sutrieu;1;0,100905129;218;-20;67;16;0;0;173681
1415;Talissieu;1;0,111632585;405;-62;105;22;0;0;173681
1416;Tenay;1;0,099228964;1083;-93;247;178;0;0;173681
1417;Thézillieu;1;0,147167281;300;7;88;9;1;1;173681
1418;Thil;1;1;946;35;272;11;0;0;173681
1419;Thoiry;1;1;4068;144;996;49;1;0;173681
1420;Thoissey;1;0,102581294;1355;-16;146;52;0;1;173681
1421;Torcieu;1;0,099228964;643;-5;209;35;0;0;173681
1422;Tossiat;1;1;1111;32;326;12;0;0;173681
1423;Toussieux;1;1;732;30;213;5;0;0;173681
1424;Tramoyes;1;0,068387529;1525;96;403;4;0;0;173681
1425;La Tranclière;1;1;300;17;85;9;0;0;173681
1426;Treffort-Cuisiat;1;1;1908;35;518;73;1;1;173681
1427;Trévoux;1;1;6392;478;1047;87;1;1;173681
1428;Valeins;1;0,092859537;67;-1;13;2;0;0;173681
1429;Vandeins;1;1;510;20;147;7;0;0;173681
1430;Varambon;1;0,115320148;386;9;108;10;0;0;173681
1431;Vaux-en-Bugey;1;0,099228964;1003;27;305;20;0;0;173681
1432;Verjon;1;1;192;-1;67;7;0;0;173681
1433;Vernoux;1;0,076768354;127;-6;43;11;0;0;173681
1434;Versailleux;1;0,102246061;254;6;71;4;0;0;173681
1435;Versonnex;1;1;1713;81;357;16;0;0;173681
1436;Vesancy;1;0,062018103;449;26;109;17;0;0;173681
1437;Vescours;1;0,092189071;192;-4;61;6;0;0;173681
1439;Vésines;1;1;113;2;25;10;0;0;173681
1441;Vieu-d'Izenave;1;0,092189071;536;3;145;14;0;0;173681
1442;Vieu;1;0,100905129;311;-15;100;25;0;0;173681
1443;Villars-les-Dombes;1;0,102246061;4197;113;837;41;1;2;173681
1444;Villebois;1;0,08414348;953;6;287;62;0;1;173681
1445;Villemotier;1;1;455;16;126;16;0;0;173681
1446;Villeneuve;1;1;939;42;245;22;0;0;173681
1447;Villereversure;1;1;1102;-79;271;30;0;0;173681
1448;Villes;1;0,067717063;269;3;82;8;0;0;173681
1449;Villette-sur-Ain;1;0,099228964;472;-9;145;12;0;0;173681
1450;Villieu-Loyes-Mollon;1;0,092189071;2405;79;669;35;2;1;173681
1451;Viriat;1;1;5287;163;1373;54;3;0;173681
1452;Virieu-le-Grand;1;0,100905129;949;-1;217;46;0;1;173681
